"id","status_group"
24954,"functional needs repair"
55924,"functional needs repair"
48299,"functional needs repair"
51679,"non functional"
7861,"functional needs repair"
74037,"functional needs repair"
2367,"functional needs repair"
60329,"functional"
16467,"non functional"
36876,"non functional"
42906,"functional needs repair"
58855,"functional needs repair"
48072,"non functional"
34861,"functional needs repair"
38446,"functional needs repair"
25076,"functional needs repair"
42010,"functional needs repair"
27880,"functional needs repair"
49961,"functional needs repair"
32989,"functional needs repair"
17483,"non functional"
54815,"functional"
16359,"functional needs repair"
54840,"functional needs repair"
6252,"functional needs repair"
46589,"functional needs repair"
65044,"functional needs repair"
52749,"functional needs repair"
31792,"non functional"
72814,"functional needs repair"
19523,"functional needs repair"
32936,"functional needs repair"
28011,"functional needs repair"
49940,"functional needs repair"
21296,"non functional"
57692,"functional needs repair"
60900,"non functional"
69726,"functional"
4707,"functional needs repair"
5501,"functional needs repair"
37805,"functional needs repair"
20466,"non functional"
915,"functional needs repair"
15844,"functional needs repair"
60509,"functional needs repair"
22552,"functional needs repair"
47386,"functional needs repair"
8521,"functional needs repair"
54730,"non functional"
58417,"functional needs repair"
11731,"functional needs repair"
40490,"functional needs repair"
17385,"functional needs repair"
63184,"functional needs repair"
45621,"functional needs repair"
42679,"functional needs repair"
64602,"functional"
33317,"non functional"
38658,"non functional"
64299,"non functional"
36030,"functional needs repair"
18940,"non functional"
45669,"functional"
19668,"functional"
44209,"functional needs repair"
73269,"functional needs repair"
72767,"functional needs repair"
68471,"functional needs repair"
907,"functional needs repair"
57724,"non functional"
19492,"functional needs repair"
18247,"functional needs repair"
61793,"functional needs repair"
68182,"functional needs repair"
69769,"functional"
1580,"functional needs repair"
9327,"functional needs repair"
18330,"non functional"
9250,"functional needs repair"
29932,"functional needs repair"
22830,"non functional"
58200,"non functional"
30920,"functional needs repair"
9138,"functional needs repair"
50234,"functional needs repair"
54691,"functional needs repair"
16393,"functional needs repair"
56549,"non functional"
9832,"functional"
31881,"non functional"
12886,"functional needs repair"
58897,"functional needs repair"
830,"functional needs repair"
15950,"functional needs repair"
26265,"non functional"
46220,"non functional"
22347,"non functional"
2860,"functional needs repair"
19021,"functional needs repair"
3484,"functional needs repair"
30298,"functional needs repair"
39782,"non functional"
74005,"functional"
5674,"functional needs repair"
9381,"functional needs repair"
3895,"non functional"
1673,"non functional"
29551,"functional"
41475,"non functional"
67870,"functional needs repair"
2791,"functional needs repair"
42255,"functional needs repair"
67164,"non functional"
12440,"functional needs repair"
13193,"non functional"
60880,"functional needs repair"
71008,"functional"
67514,"functional needs repair"
34910,"functional needs repair"
383,"functional needs repair"
23977,"functional needs repair"
70543,"functional needs repair"
2906,"functional needs repair"
33810,"non functional"
10021,"functional needs repair"
46730,"functional"
1663,"functional needs repair"
2408,"non functional"
72505,"functional"
65019,"functional needs repair"
42313,"functional needs repair"
340,"non functional"
50285,"non functional"
3409,"functional needs repair"
26378,"functional needs repair"
47552,"functional needs repair"
32262,"functional needs repair"
58637,"functional needs repair"
34827,"functional"
63294,"non functional"
44867,"non functional"
26751,"functional"
66574,"functional needs repair"
39354,"non functional"
21479,"non functional"
57899,"functional needs repair"
60079,"non functional"
62070,"functional needs repair"
20628,"functional needs repair"
11344,"functional"
62122,"functional needs repair"
51867,"functional needs repair"
51667,"functional needs repair"
16857,"functional needs repair"
27022,"functional needs repair"
10438,"functional needs repair"
57755,"functional"
22384,"non functional"
3380,"functional needs repair"
41843,"functional needs repair"
35208,"functional needs repair"
37152,"non functional"
47925,"functional needs repair"
43946,"functional needs repair"
2932,"functional"
11829,"functional needs repair"
59013,"non functional"
48338,"functional"
71276,"functional needs repair"
62998,"functional needs repair"
6708,"non functional"
9969,"functional needs repair"
5567,"functional needs repair"
61598,"functional needs repair"
20745,"functional needs repair"
72485,"non functional"
53890,"functional needs repair"
62984,"functional needs repair"
56024,"functional needs repair"
64958,"functional needs repair"
36386,"functional needs repair"
12970,"functional needs repair"
63672,"functional needs repair"
1545,"functional needs repair"
68416,"functional needs repair"
53929,"non functional"
59291,"functional needs repair"
20931,"functional needs repair"
18781,"functional needs repair"
15430,"functional needs repair"
54042,"functional needs repair"
56896,"functional needs repair"
2579,"functional"
65982,"non functional"
8486,"functional"
15871,"non functional"
36433,"functional needs repair"
65239,"non functional"
42513,"functional needs repair"
63248,"functional needs repair"
2959,"functional needs repair"
64833,"functional"
54346,"functional needs repair"
12284,"non functional"
18056,"non functional"
9415,"functional needs repair"
10574,"functional"
67761,"functional needs repair"
2413,"functional needs repair"
60358,"functional needs repair"
72803,"functional"
71644,"functional needs repair"
43929,"functional needs repair"
23370,"functional needs repair"
38121,"functional needs repair"
71352,"functional needs repair"
26630,"functional needs repair"
72503,"functional needs repair"
36667,"non functional"
13838,"functional needs repair"
73762,"functional needs repair"
56917,"functional needs repair"
64901,"non functional"
11878,"functional needs repair"
11761,"functional needs repair"
22410,"functional needs repair"
29102,"functional needs repair"
36539,"non functional"
9758,"functional needs repair"
28981,"functional needs repair"
56273,"functional needs repair"
35854,"functional needs repair"
38840,"functional needs repair"
32235,"functional"
36097,"functional needs repair"
54661,"non functional"
61700,"functional needs repair"
71556,"non functional"
9296,"non functional"
26823,"functional"
45401,"functional needs repair"
862,"functional needs repair"
12857,"non functional"
60984,"functional needs repair"
68476,"functional needs repair"
18299,"functional needs repair"
48846,"functional needs repair"
6446,"functional needs repair"
63522,"functional needs repair"
66298,"functional needs repair"
39348,"functional needs repair"
25325,"non functional"
38166,"functional needs repair"
10753,"functional needs repair"
6496,"non functional"
66416,"functional needs repair"
47968,"functional needs repair"
30436,"non functional"
53608,"functional needs repair"
66036,"functional needs repair"
46595,"non functional"
18890,"non functional"
1978,"functional needs repair"
10656,"functional"
69297,"non functional"
43482,"non functional"
43158,"functional"
18733,"functional needs repair"
27893,"functional needs repair"
72342,"functional needs repair"
37520,"functional needs repair"
11453,"functional needs repair"
39911,"functional needs repair"
51620,"functional needs repair"
18133,"functional needs repair"
4572,"functional"
55691,"functional needs repair"
42966,"functional needs repair"
66569,"functional needs repair"
7200,"functional needs repair"
53136,"functional needs repair"
25723,"non functional"
66123,"functional"
7672,"functional needs repair"
37943,"functional needs repair"
2142,"functional needs repair"
66405,"functional needs repair"
13101,"non functional"
73963,"functional needs repair"
26444,"functional needs repair"
19007,"functional needs repair"
71761,"functional needs repair"
1467,"functional needs repair"
35518,"functional needs repair"
32922,"functional needs repair"
